,artist_mb,artist_lastfm,country_mb,tags_mb,tags_lastfm
31241,Askura Alexander Shkuratov,Askura Alexander Shkuratov,,90s; hip-hop; funk; soul; art; spiritual; organ; chill; russian christian rap; rock ballade; pop rock 80s; trance techno club plastic 90s; russian modern symphonic music; pop funk soul ballade jazz 90s r b; singer singer-songwriter composer world meditative alternative pop experimental producer progressive ethno instrumental rock trash techno psychedelic industrial; rock progressive,new wave; chillout; electronic; world; instrumental; Progressive; pop; russian; dark electro; World Music; electronic rock; electronica; rock; alternative; singer-songwriter; new age; noise; trance; classic rock; heavy metal; metal; Hip-Hop; trip-hop; indie; Classical; jazz; chill; soul; classic; 80s; british; alternative rock; heavy; folk; rap; ambient; experimental; indie rock; post-rock; hard rock; Progressive rock; arabic; electro; dance; Love; Queen; piano; industrial; album rock; classique; chamber music; britpop; soft rock; funk; arena rock; blues; techno; House; psychedelic; Drum; orchestra; symphony; ethnic; lounge; swing; 90s; organ; synth; car; jazz funk; club; Acid; space; african; class; cosmic; r&b; art rock; psychill; contemporary classical; deep; composer; freak; psychobilly; Chillosophy; japan; old school; rnb; Progressive House; Garage Rock; christian; christian rock; dancehall; intelligent; relaxing; ebm; glam rock; Christian Music; electro dub; Ambient dub
31260,Yak,Yak,France,hip hop,Progressive rock; seen live; rock; instrumental progressive rock; techno
31386,Fang,Fang,Canada,hip hop,punk; hardcore punk; hardcore; punk rock; indie; seen live; electronic; japanese; Drum and bass; California; trip-hop; doujin ongaku; rock; alternative rock; experimental; noise rock; j-core; touhou; chillout; 80s; female vocalists; New Zealand; american; breakbeat; dnb; alternative; Crust; new wave; post-punk; darkwave; happy hardcore; anarcho-punk; crust punk; Old school Hardcore; d-beat; classic rock; metal; Hip-Hop; spanish; folk; rap; ambient; downtempo; dubstep; Straight Edge; nyhc; low-fi; Lo-Fi; blues; Post punk; Canadian; atmospheric; dream pop; Drum n Bass; cabaret; thrash; video game; political; finnish; japanese rock; favourite; East Coast; nz; Kiwi; male vocalists; drum'n'bass; proto-punk; Garage Punk; 5 Stars; drugs; melodic hardcore; street punk; 1970s; 80s hardcore; chillwave; lo fi; Electro-Rock; deathcore; us; junkies; to check out; sf; United States; Oakland; berkeley; geohash:9q9p3w7dmy2t; noise punk; Post Dubstep; oldschool hardcore; doujin; chillstep; peace punk; cult band; proto-grunge; spotify; bands ive seen; vi ao vivo; Punk-Hardcore; hard-core; pigfuck
31401,Rosie Gaines,Rosie Gaines,United States,hip hop rnb and dance hall,soul; female vocalists; prince; rhythm and blues; funk; garage; dance; 90s; american; rnb; rosie gaines; pop; 80s; House; funky; r&b; love songs; 00s; Neo Soul; Minneapolis funk; vocal house; 2000s; 10s; 2010s; 1990s; United States; All; 2-step; female funk; live performance; motown label; Real RnB; peteca blues; networking for the nu-soul
31469,Mantra,Mantra,Australia,hip hop,chaotic hardcore; post-hardcore; Hip-Hop; thrash metal; psytrance; Aussie Hip-Hop; goa; metal; psychedelic; mathcore; chillout; seen live; rock; underground hip-hop; experimental; australian; Melodic Death Metal; chaotic metalcore; hardcore; Progressive rock; death metal; Meditation; Gothic Rock; Brutal Death Metal; heavy metal; electronic; pop; folk; rap; Progressive metal; Gothic; russian; psy-trance; psychedelic trance; mantra; psy; arabesque; Goa-psy trance; costa rica; Soundtrack; trance; black metal; indie; jazz; hip hop; japanese; punk; Grunge; goth; grindcore; swedish; emo; ambient; DJENT; indie rock; hard rock; dub; prog; dubstep; doom metal; dark; new wave; synth pop; post-punk; funk; blues; norwegian; ska; folk metal; viking metal; synth; oldies; screamo; synthpop; Gothic Metal; darkwave; australia; anime; powerpop; dark ambient; 00s; israeli; Hard Dance; J-rock; hungarian; melodic rock; jrock; Hard Trance; Japanese music; Russia; taylor swift; Ottawa; funeral doom; goth rock; posthardcore; russian alternarive; swedish rock; tragedy; Progmetal; Berkshire
31474,Uptown X.O.,XO,United States,hip hop,shoegaze; dream pop; indie; pop; Lo-Fi
31487,Nekfeu,Nekfeu,France,rap; hip hop; rap français; rap fr; nekfeu,Hip-Hop; french; rap; french rap; french hip-hop; hip hop; france; 1995; rap francais; Rap FR; electronic; dance; male vocalists; 00s; best; 10s; paris; All; hip-hop francais; French hip hop
31501,Big Freedia,Big Freedia,United States,electro; electronic dance; bounce; alternative hip hop,seen live; bounce; New Orleans; hip hop; rap; dance; sissy bounce; american; Hip-Hop; queer; Big Freedia; electronic; indie; male; pop; alternative; sexy; solo; underground hip-hop; groove; club; gay; 2011; underground; 2010; 2012; fuck yeah; 2010s; seen; United States; alternative hip hop; seen twice; gay rap; New Orleans Bounce; rex; gay pop; female emcees; homohop; bounce music; shake your ass; party party party; southern hip-hop; nu-bluz; via; gayamaphone; seen live x1; electronic-lounge; cmu; 31st st studios; blissy higgs; shadow lounge; mblem; Nu-Bluz Funky Grooves in the E-Lounge; better than one direction; 2 times; queerhop; gay hip hop; azz everywhere; gayhop; queer hip-hop artist; blacktronic
31562,Tempo,Tempo,United States,latin; reggaeton; latin rap; latin urban,Reggaeton; hip hop; latin; german; free tempo
31564,Blak Twang,Blak Twang,United Kingdom,english; hip hop rnb and dance hall,Hip-Hop; UK hip-hop; hip hop; rap; UK hip hop; UK; seen live; UKHH; reggae; hiphop; underground hiphop; brit-hop; kidulthood; I Love Underground Hip Hop; Soundtrack; british; Grime; underground hip-hop; england; funky; spk; underground hip hop; underground; brit hop; UK Garage; glastonbury2008; boom bap; The Shit; british rap; Favorite artist; British Hip-Hop; 8 stars; finest; american style; beats and words; future listeners numbering in the dozens; polyshufflez; non-US hip hop; Need to Rate
31626,Madchild,Madchild,Canada,hip-hop; canadian; hip hop,Hip-Hop; underground hip-hop; rap; Canadian; Swollen Members; underground rap; Canadian Hip-Hop; seen live; Horrorcore; madchild; Vancouver; hip hop; japanese; rocksteady; melodic; comedy; PL; humour; alternative hip-hop; hardcore rap; juggalo; j-core; america; lyricist; Stunning; star; white rap; doujin; from: canada; new life; respect; doujin ongaku; warriors; juggalo rap; arranger; 6 stars; Gathering Of The Juggalos; MMFWCL; gotj; battle axe; canadian rap; go hard; prio4; vancuver; rnspm
31655,Machel Montano,Machel Montano,Trinidad and Tobago,hip hop rnb and dance hall,soca; trinidad; dancehall; caribbean; trini; trinidadian; trinidad and tobago; kaiso; madman; calypso; Local; crazyness; Machel Montano; fav soca artist; Hip-Hop; reggae; rap; world; rnb; male vocalist; 2000s; 1980s; 1990s; All; treble; under 20000 listeners; youngstar; LITTLE STAR; Trini Stylz; jumbie; Trinidad Tobago; Soca Calypso; star search; country: trinidad; under 90000 plays
31697,The Lady of Rage,The Lady of Rage,United States,hip hop,Hip-Hop; rap; hip hop; female vocalists; west coast
31717,Ivy Sole,Ivy Sole,United States,hip hop; hip-hop/rap,
31735,AP.9,AP.9,United States,rap; hip-hop; gangsta rap; west coast rap; bay area rap,Gangsta Rap; Bay Area; rap; West Coast Rap; Hip-Hop; hip hop; west coast; los angeles; bay area rap; mob figaz; gangsta; Oakland; bay; hiphop; California; hot; Favorite; baby; 9; LA; west; hyphy; spotify; selfmade; shiml; west coast hip-hop; los angeles rap; Bay Slaps; AP; smoke and ride; LA rap; bay rap; DREda DRE
31869,Just Blaze,Just Blaze & Baauer,United States,hip-hop; hip hop,trap
31882,Misha B,Misha B,United Kingdom,pop; rap; hip-hop; british; uk; singer; funk; indie; soul; rnb; grime; manchester; female-vocalist; creative; quirky; 2011; x-factor; r&b; 2012; reggae-fusion; female-rapper; soulfull; song-wrier; solo-artist; jamaican-descent; black-british; solo-performer,british; pop; soul; X factor; rnb; Hip-Hop; female vocalists; hip hop; singer-songwriter; r&b; All; Misha B; rap; sexy; female vocalist; female singer-songwriter; United Kingdom; bully; female rapper; Female Emcee; urban music; x factor 2011; hip hop artist; X Factor UK; ven al peru aca tambien tienes fans
31883,Killstation,Killstation,United States,hip-hop; experimental; underground hip-hop; cloud rap,
31918,Median,Median,United States,hip hop,Hip-Hop; underground hip-hop; Justus League; hip hop; rap; North Carolina; underground; smooth; Median; underground rap; japan; raleigh; chill rap; okayplayer; justice league; dope hiphop; noise; trip-hop; indie; chill; soul; japanese; indie pop; indie rock; post-rock; Progressive rock; favorites; industrial; psychedelic; weird; ninja tune; hiphop; Psychedelia; Dirty South; comedy; Gothic Metal; poetic; ebm; podcast; anime; J-rock; Garage Punk; lyrical; to listen; Turkish Pop; fresh; 3 stars; southern rap; skills; conscious; experimental metal; All; Wicked; underground hiphop; Lyricists; robot music; Conscious Rap; spotify; hall of justus; 9th wonder; look this up; phonte; Azn; Headnodic Beats; the tones; east coast underground hip-hop; smart rap; ciasteczka; j-league; Need to Rate; ncangathi
31961,Polo,Polo,France,hip hop,french; chanson; chanson francaise; french hip-hop; seen live; francais; underground hip-hop; french rap; rap francais; G-funk; gangsta funk; Hip-Hop; indie; jazz; hip hop; pop; indie pop; UK; world; german; World Music; male vocalist; Ohio; patchanka; Midwest; All; 2 s34rch; nouvelle chanson francaise; francia; cafe; workradio; polo; viva la france; my world music; ma rencontre; adc; free palestine; v0k4l j4zz; REVOLUTION2014; rap concret; baguette musicale; brasil banda polo pop rock indie alternativo porto alegre rio grande do sul; hostile hip hop
31978,C.L. Smooth,C.L. Smooth,United States,hip hop,Hip-Hop; rap; new york; east coast rap; underground rap; hip hop; east coast hip-hop; seen live; underground hip-hop; Dope; 5 Stars; jazz-rap; new rochelle; underground hiphop; spotify; mount vernon; east coast hiphop; herbert grnemeyer; j5atron
32042,Мальчишник,Мальчишник,Russia,rap; hip-hop; russian,Hip-Hop; rap; russian rap; russian; breakbeat; pop; 90s; alternative; hip hop; electronic; old school; rapcore; fun; sex; lovely; Russia; russian alternative; russian hip-hop; popsa; gopnik; fuckin; brutal rap; electronica; trip-hop; electro; post-punk; House; underground hip-hop; oldies; dnb; 90's; Crap; Favorite; shit; Trash; old; fucking; moscow; 90; All; govno; boobies; rep; hp; slave; otstoy; pycckoe; LOL music; steb; detstvo; bidlocore; huita; Oh my god you got my anus oh sooo sweety ohmmm; 4eTkaSHno; 5za; music for strip plastic; satan black metall; my oldschool; fuckin rapcore; radioritualru; sha illa; xexe; satan slave; fuck-doll; anal pencil; red anus
32090,MC Rene,MC Rene,Germany,hip hop,german; Hip-Hop; rap; german hiphop; hip hop; hiphop; seen live; Deutschrap; german hip-hop; Deutscher Hip Hop; deutscher hiphop; German hip hop; german artists; german rap; German Bands; Braunschweig; reggae; 90s; germany; deutsch; deutschsprachig; freestyle; CD; european; storytelling; German language; peter fox; Lenny; Deutsch Hiphop; hiphop deutsch; deutsch-hop; Deutscher Sprechgesang; hip-hop deutsch; ToT; german lyriks; disco 70s 80s; mc rene; Hamburger Hip Hop; Satana66606f; Mc Reen; Reen am swingen; hanfparade 2005; klasse von 95; deutscher-hip-hop
32175,Kokane,Kokane,United States,hip hop; g-funk; international; west coast hip hop,G-funk; West Coast Rap; rap; Hip-Hop; Gangsta Rap; west coast; funk; California; gangsta; kokane; USA; westcoast; spotify; oldschool rap; G Funk; hip hop; soul; reggae; favorites; 90s; george clinton; american; funky; Nu-Soul; r and b; NYC; rnb; los angeles; 5 Stars; brother; LA; SoCal; west; funkadelic; pomona; All; dope beats; westcoast rap; mc; Snoop Dogg; Oldschool Hip-Hop; Eazy-E; west coast hip-hop; 6 stars; west coast hip hop; ruthless records; real rap; lax; jelly roll; Above the Law; cold 187um; suga free; gangsta funk; ghetto funk; Need to Rate; chill906; PASS PASS
32207,Sticky,Sticky,United Kingdom,hip hop rnb and dance hall,UK Garage; garage; british; UK; dance; All; Grime; 2step; 2-step; electronic; hip hop; instrumental; Garage Rock; 00s; Rare; scars; international; 2 step; surf music; sticky; uk funky house; uk garage artists; J-RAP Japanese Hip-Hop
32360,Maze,Maze feat. Frankie Beverly,United States,hip hop,soul; funk; 80s; rhythm and blues; rnb; electronic; Maze; aint it funky; metal; seen live; chill; rock; alternative; acoustic; jazz funk; funky; smooth; Favorite Artists; old school; groovy; jecks; Old School soul; this I like; Ohms World; T-Pain; old school loves; rusbeh; underrated old school; MAZE featuring FRANKIE BEVERLY; Odies of our time
32428,Kam,Kam,United States,hip hop,G-funk; rap; west coast; Hip-Hop; West Coast Rap; hip hop; political rap; Gangsta Rap; west coast hip-hop; political; California; los angeles; hardcore rap; watts; All; Conscious Rap; underground rap; underground hip-hop; intelligent; cali; 5 Stars; LA; conscious; golden age; Intelligent Rap; westcoast rap; political hip-hop; Snoop Dogg; west side; benefits; G Funk; gfunk; kam; guerilla funk; ganxta phunk - california
32445,Benefit,Benefit,,hip hop,Hip-Hop; rap; underground hip-hop; underground; hiphop; hip hop; pop; british; underground rap; underground hiphop; american; female; rock; punk; female vocalists; dance; easy listening; Random; 00's; Rock Pop; lyrical; hardcore punk; georgia; russian rock; chip-hop; All; croatian; top 10; Music to download; Pop House; girlbands; Southern Hip Hop; sick shit; zagreb; benefit; lets get a bottle and drink alone tonight; gledal
32446,Surreal,Surreal & The Sound Providers,United States,hip hop,Hip-Hop; Jazz Hop; rap; jazz; hip hop; underground hip-hop; jazz-rap; jazz-hop; underground; All; jazzy hip-hop; jazzy hiphop; chill; underground rap; Indie Hip Hop; old school; California; west coast; to listen; conscious hip-hop; Jazzig; United States; collabo; jazz hip hop; jazz rap; backpack; jazzy hip hop; real shit; west coast hip-hop; hip hop jazz; HipHopJazz; abb; Since; The Sound Providers; No more War; Rap Jazzy; mc surreal; surreal and the sound providers; SURREAL N THE SOUND PROVIDERS
32619,INI,InI,United States,hip hop; hiphop; us,Hip-Hop; underground hip-hop; Jazz Hop; rap; hip hop; underground rap; jazz; 90s; pete rock; new york; jazz-hop; east coast rap; east coast hip-hop; rock alternativo; chillout; East Coast; underground hip hop; Avant-garde Metal; ini; rock; alternative; alternative rock; brazil; hiphop; Chillosophy; jazz-rap; alternative rap; São Paulo; boom bap; alternative hip hop; east coast hip hop; ny; smooth hip hop; impresionante; Quality laidback Hip-Hop; black metal; indie; Progressive metal; noise rock; downtempo; Progressive rock; favorites; easy listening; Avant-Garde; american; Mellow; avantgarde; smooth; brasil; NYC; beats; space rock; alternative hip-hop; New York City; to do; United States; golden age; All; sample heavy; underground hiphop; jazz hiphop; jazz rap; rastafari; need to listen; 90s rap; black music; mount vernon; westchester county; smooth hip-hop; Kwest Music; ninties; brazilian prog; chill906; resent radio
32668,Kitty Kat,Kitty Kat,Germany,hip hop,Hip-Hop; kitty kat; Deutschrap; rap; female vocalists; hip hop; German hip hop; Kanisterkopf; aggro berlin; german; female rap; deutsch; female vocalist; aggro; bitch; female mc; frauenrap; electronic; female; electro; Deutsch Rap; Berlin; deutschland; german hiphop; german hip-hop; Deutscher Hip Hop; sex music; god; sprechgesang; All; independant; german rap; Deutscher Hip-Hop; female rapper; djing; female mcs; Kittie; Guapa; vagina style; deutsches; aggro xD; suesse texte; kittie kittie; Shizoe; deutscher female rap; little sweet kat; d-rap; girlrap
32772,Sticky Fingaz,Sticky Fingaz,United States,hip hop,Hip-Hop; rap; hardcore rap; Gangsta Rap; hip hop; underground hip-hop; east coast rap; East Coast; new york; onyx; underground rap; hiphop; hardcore hip-hop; hardcore; east coast hip-hop; queens; NY SHiT; seen live; USA; 90s; Brooklyn; american; old school; aggressive; underrated; 00s; underground hip hop; underground; Horrorcore; gangsta; old school hip-hop; good rap; All; d; psycho rap; Favorite artist; east; Blade; hardcore hiphop; The Truth; real shit; real rap; USA Rap; nigger; Few manistream artists and all others are underground; All are very good; hardcore gangsta rap; SaG; GREATEST EVER; untermensch; rugged and rough; DjBeefE
